0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,scrape_id,scraped_at,period_start,period_end
,BARDO,425,26,18,1,299,11,10,9,67,185,17,49,10,2,0,31,5,1,8,0,2,0,2,3,1,2,0,1,0,0,1,0,5,1,0,0,1,2,1,1,0,0,0,0,1,0,historical_2023_12_20260718185119,2026-07-18 18:51:19.113408,12/01/2023,12/31/2023
,Bizerte,19,0,1,0,7,0,0,1,1,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,historical_2023_12_20260718185119,2026-07-18 18:51:19.113408,12/01/2023,12/31/2023
,BullaRegia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2023_12_20260718185119,2026-07-18 18:51:19.113408,12/01/2023,12/31/2023
,Carthage,96,46,36,11,70,4,0,0,17,44,5,15,1,0,0,11,2,1,3,1,0,0,1,0,1,5,0,0,0,0,1,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,historical_2023_12_20260718185119,2026-07-18 18:51:19.113408,12/01/2023,12/31/2023
,HADRUMET,156,73,69,11,165,2,8,0,40,104,11,45,2,0,0,36,2,5,13,2,0,0,7,2,2,2,0,0,0,1,1,0,6,1,0,0,2,0,3,4,1,0,0,1,0,2,historical_2023_12_20260718185119,2026-07-18 18:51:19.113408,12/01/2023,12/31/2023
,Virtual Expansion (MC Tunisia),38,1,2,4,20,0,0,0,3,11,6,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2023_12_20260718185119,2026-07-18 18:51:19.113408,12/01/2023,12/31/2023
,Virtual MC Tunisia,2,0,0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2023_12_20260718185119,2026-07-18 18:51:19.113408,12/01/2023,12/31/2023
,MEDINA,34,15,12,3,29,0,0,0,7,15,7,9,0,0,0,6,2,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,2,3,0,0,0,0,1,2,historical_2023_12_20260718185119,2026-07-18 18:51:19.113408,12/01/2023,12/31/2023
,NABEL,61,34,26,1,42,8,12,0,7,12,3,5,0,0,0,3,1,1,5,0,0,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2023_12_20260718185119,2026-07-18 18:51:19.113408,12/01/2023,12/31/2023
,RUSPINA,329,113,152,72,299,15,56,0,125,39,64,21,0,8,0,3,1,9,9,1,3,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,historical_2023_12_20260718185119,2026-07-18 18:51:19.113408,12/01/2023,12/31/2023
,SFAX,19,0,1,2,44,28,0,0,3,9,4,7,5,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,0,0,0,0,1,historical_2023_12_20260718185119,2026-07-18 18:51:19.113408,12/01/2023,12/31/2023
,TACAPES,27,11,2,1,21,0,13,2,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2023_12_20260718185119,2026-07-18 18:51:19.113408,12/01/2023,12/31/2023
,THYNA,21,1,1,0,22,0,7,3,2,10,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2023_12_20260718185119,2026-07-18 18:51:19.113408,12/01/2023,12/31/2023
,UNIVERSITY,94,10,4,1,170,11,83,16,20,33,7,27,6,7,0,14,0,0,7,2,3,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,historical_2023_12_20260718185119,2026-07-18 18:51:19.113408,12/01/2023,12/31/2023
