0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,scrape_id,scraped_at,period_start,period_end
,BARDO,312,118,187,8,153,0,0,0,40,106,7,26,0,0,0,22,4,0,18,0,0,0,13,5,0,3,0,0,0,1,2,0,4,0,0,0,1,3,0,2,0,0,0,1,1,0,historical_2023_03_20260718184909,2026-07-18 18:49:09.115262,03/01/2023,03/31/2023
,Bizerte,31,7,3,2,22,13,0,0,5,4,0,4,2,0,0,2,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2023_03_20260718184909,2026-07-18 18:49:09.115262,03/01/2023,03/31/2023
,BullaRegia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2023_03_20260718184909,2026-07-18 18:49:09.115262,03/01/2023,03/31/2023
,Carthage,108,71,31,9,52,1,0,0,24,23,4,18,1,0,0,15,1,1,9,0,0,0,7,1,1,4,0,0,0,1,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,historical_2023_03_20260718184909,2026-07-18 18:49:09.115262,03/01/2023,03/31/2023
,HADRUMET,144,49,85,10,77,0,0,0,22,50,5,19,0,0,0,13,5,1,13,0,0,0,8,4,1,4,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,historical_2023_03_20260718184909,2026-07-18 18:49:09.115262,03/01/2023,03/31/2023
,Virtual Expansion (MC Tunisia),35,1,4,1,18,0,0,0,6,9,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2023_03_20260718184909,2026-07-18 18:49:09.115262,03/01/2023,03/31/2023
,Virtual MC Tunisia,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2023_03_20260718184909,2026-07-18 18:49:09.115262,03/01/2023,03/31/2023
,MEDINA,71,10,10,2,20,0,0,0,7,10,3,5,0,0,0,3,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2023_03_20260718184909,2026-07-18 18:49:09.115262,03/01/2023,03/31/2023
,NABEL,74,34,33,2,32,2,4,0,7,17,2,5,1,0,0,4,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,historical_2023_03_20260718184909,2026-07-18 18:49:09.115262,03/01/2023,03/31/2023
,RUSPINA,75,22,39,14,27,3,4,0,11,8,1,14,2,1,0,7,3,1,11,2,0,0,6,2,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,historical_2023_03_20260718184909,2026-07-18 18:49:09.115262,03/01/2023,03/31/2023
,SFAX,20,12,4,4,19,1,0,0,5,11,2,6,1,0,0,4,0,1,4,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2023_03_20260718184909,2026-07-18 18:49:09.115262,03/01/2023,03/31/2023
,TACAPES,31,13,10,7,14,0,0,0,5,6,3,5,0,0,0,4,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,historical_2023_03_20260718184909,2026-07-18 18:49:09.115262,03/01/2023,03/31/2023
,THYNA,79,4,5,1,27,0,0,0,12,14,1,10,0,0,0,9,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,historical_2023_03_20260718184909,2026-07-18 18:49:09.115262,03/01/2023,03/31/2023
,UNIVERSITY,190,88,84,18,105,5,36,6,18,35,5,27,5,3,2,12,3,2,20,4,3,2,7,2,2,4,0,0,0,1,2,1,4,0,0,0,0,3,1,3,0,0,0,0,2,1,historical_2023_03_20260718184909,2026-07-18 18:49:09.115262,03/01/2023,03/31/2023
