0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,scrape_id,scraped_at,period_start,period_end
,BARDO,515,220,175,18,458,58,113,33,69,161,24,121,37,15,5,47,14,3,66,22,7,2,29,6,0,3,1,0,0,0,2,0,7,0,2,0,0,5,0,5,0,2,0,0,3,0,historical_2025_04_20260718185406,2026-07-18 18:54:06.457617,04/01/2025,04/30/2025
,Bizerte,158,70,35,2,156,58,18,31,22,20,7,61,38,2,6,13,1,1,20,12,0,1,6,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,1,0,1,0,0,0,historical_2025_04_20260718185406,2026-07-18 18:54:06.457617,04/01/2025,04/30/2025
,BullaRegia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2025_04_20260718185406,2026-07-18 18:54:06.457617,04/01/2025,04/30/2025
,Carthage,456,191,91,39,182,26,14,17,43,51,31,50,13,0,6,19,5,7,19,6,0,0,6,4,3,1,0,0,0,0,0,1,3,0,0,1,2,0,0,1,0,0,0,1,0,0,historical_2025_04_20260718185406,2026-07-18 18:54:06.457617,04/01/2025,04/30/2025
,HADRUMET,733,330,284,127,383,45,113,44,55,101,25,100,29,11,4,36,11,9,54,14,6,2,15,9,8,6,2,0,0,1,2,1,7,1,1,1,1,3,0,6,1,1,1,1,2,0,historical_2025_04_20260718185406,2026-07-18 18:54:06.457617,04/01/2025,04/30/2025
,Virtual Expansion (MC Tunisia),81,14,15,5,50,0,0,0,20,14,16,17,0,0,0,11,2,4,7,0,0,0,4,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2025_04_20260718185406,2026-07-18 18:54:06.457617,04/01/2025,04/30/2025
,Virtual MC Tunisia,0,0,0,0,4,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2025_04_20260718185406,2026-07-18 18:54:06.457617,04/01/2025,04/30/2025
,MEDINA,189,80,50,19,191,62,61,10,23,22,13,68,38,6,3,15,1,5,30,14,0,2,11,0,3,6,4,0,0,1,1,0,2,1,0,1,0,0,0,2,1,0,1,0,0,0,historical_2025_04_20260718185406,2026-07-18 18:54:06.457617,04/01/2025,04/30/2025
,NABEL,120,50,27,9,98,19,23,0,10,31,15,16,6,0,0,7,1,2,5,2,0,0,3,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,1,0,1,historical_2025_04_20260718185406,2026-07-18 18:54:06.457617,04/01/2025,04/30/2025
,RUSPINA,522,315,147,60,262,79,84,18,31,30,20,87,56,5,5,17,3,1,30,14,2,1,10,2,1,3,2,0,0,1,0,0,5,1,0,1,0,0,3,1,0,0,0,0,0,1,historical_2025_04_20260718185406,2026-07-18 18:54:06.457617,04/01/2025,04/30/2025
,SFAX,335,169,146,10,174,60,9,29,25,32,19,78,45,1,8,13,5,6,34,17,1,0,8,3,5,3,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,historical_2025_04_20260718185406,2026-07-18 18:54:06.457617,04/01/2025,04/30/2025
,TACAPES,131,37,19,16,126,34,11,40,13,14,14,48,22,4,2,10,4,6,12,5,1,1,3,1,1,3,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,historical_2025_04_20260718185406,2026-07-18 18:54:06.457617,04/01/2025,04/30/2025
,THYNA,151,91,44,18,117,47,1,15,32,15,7,56,27,0,4,21,0,4,23,5,0,1,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2025_04_20260718185406,2026-07-18 18:54:06.457617,04/01/2025,04/30/2025
,UNIVERSITY,261,99,79,13,219,46,11,24,65,57,16,63,30,0,1,23,7,2,23,11,0,1,8,3,0,2,0,0,1,1,0,0,7,0,0,3,2,0,2,5,0,0,3,2,0,0,historical_2025_04_20260718185406,2026-07-18 18:54:06.457617,04/01/2025,04/30/2025
