0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,scrape_id,scraped_at,period_start,period_end
,BARDO,1371,642,640,68,363,50,54,4,68,176,11,102,30,10,0,48,12,2,38,13,1,0,17,6,1,4,1,0,0,1,1,1,9,3,0,0,4,2,0,8,3,0,0,3,2,0,historical_2024_11_20260718185336,2026-07-18 18:53:36.077170,11/01/2024,11/30/2024
,Bizerte,342,162,207,37,45,20,0,12,5,6,2,23,13,0,3,4,2,1,5,3,0,1,1,0,0,3,1,0,2,0,0,0,3,0,0,1,2,0,0,3,0,0,1,2,0,0,historical_2024_11_20260718185336,2026-07-18 18:53:36.077170,11/01/2024,11/30/2024
,BullaRegia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2024_11_20260718185336,2026-07-18 18:53:36.077170,11/01/2024,11/30/2024
,Carthage,156,58,24,8,140,6,4,28,46,39,17,57,1,1,21,29,3,2,11,0,0,0,10,0,1,3,0,0,0,1,1,1,5,2,0,0,0,2,1,4,2,0,0,0,1,1,historical_2024_11_20260718185336,2026-07-18 18:53:36.077170,11/01/2024,11/30/2024
,HADRUMET,1325,512,729,52,399,30,61,1,144,139,24,94,12,3,1,63,8,7,25,4,1,1,11,6,2,6,1,0,0,1,1,3,4,0,0,0,1,2,1,4,0,0,0,1,2,1,historical_2024_11_20260718185336,2026-07-18 18:53:36.077170,11/01/2024,11/30/2024
,Virtual Expansion (MC Tunisia),279,118,155,43,29,0,0,0,8,12,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2024_11_20260718185336,2026-07-18 18:53:36.077170,11/01/2024,11/30/2024
,Virtual MC Tunisia,0,0,0,0,6,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2024_11_20260718185336,2026-07-18 18:53:36.077170,11/01/2024,11/30/2024
,MEDINA,326,125,106,5,189,59,7,23,58,15,27,112,40,1,7,48,3,13,43,13,0,1,26,2,1,3,1,0,0,0,0,2,10,3,0,0,1,2,4,7,3,0,0,1,2,1,historical_2024_11_20260718185336,2026-07-18 18:53:36.077170,11/01/2024,11/30/2024
,NABEL,334,204,104,14,70,2,0,0,46,17,5,16,1,0,0,13,1,1,7,1,0,0,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,historical_2024_11_20260718185336,2026-07-18 18:53:36.077170,11/01/2024,11/30/2024
,RUSPINA,115,26,2,3,152,15,49,20,24,27,17,40,10,9,3,11,2,5,15,4,3,0,4,2,2,4,0,1,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,historical_2024_11_20260718185336,2026-07-18 18:53:36.077170,11/01/2024,11/30/2024
,SFAX,469,310,156,3,54,12,0,3,9,22,8,13,7,0,0,3,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,historical_2024_11_20260718185336,2026-07-18 18:53:36.077170,11/01/2024,11/30/2024
,TACAPES,166,130,22,9,35,7,6,3,3,11,5,10,3,0,0,6,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2024_11_20260718185336,2026-07-18 18:53:36.077170,11/01/2024,11/30/2024
,THYNA,143,61,61,7,56,2,13,2,14,19,6,4,0,0,0,4,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,historical_2024_11_20260718185336,2026-07-18 18:53:36.077170,11/01/2024,11/30/2024
,UNIVERSITY,1017,657,354,19,267,27,34,64,72,51,19,102,18,9,17,53,0,5,32,6,0,10,13,0,3,3,0,0,0,0,0,3,6,0,0,1,2,1,2,1,0,0,0,1,0,0,historical_2024_11_20260718185336,2026-07-18 18:53:36.077170,11/01/2024,11/30/2024
