0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,scrape_id,scraped_at,period_start,period_end
,BARDO,139,45,44,15,113,7,0,0,5,85,16,13,5,0,0,6,1,1,8,3,0,0,3,2,0,28,3,0,0,21,2,2,88,17,0,0,64,5,2,70,10,0,0,55,3,2,historical_2024_08_20260718185310,2026-07-18 18:53:10.787265,08/01/2024,08/31/2024
,Bizerte,16,6,5,4,36,3,0,27,3,3,0,9,2,0,7,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,8,5,0,0,3,0,0,7,5,0,0,2,0,0,historical_2024_08_20260718185310,2026-07-18 18:53:10.787265,08/01/2024,08/31/2024
,BullaRegia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2024_08_20260718185310,2026-07-18 18:53:10.787265,08/01/2024,08/31/2024
,Carthage,91,67,18,14,56,4,0,8,2,30,12,11,2,0,1,2,2,4,7,2,0,0,1,2,2,22,0,0,1,17,4,0,68,17,0,0,45,4,2,38,14,0,0,22,2,0,historical_2024_08_20260718185310,2026-07-18 18:53:10.787265,08/01/2024,08/31/2024
,HADRUMET,164,15,131,10,89,8,18,0,6,43,14,16,0,1,0,4,3,8,14,0,0,0,4,2,8,30,8,1,0,13,1,7,66,14,2,0,39,5,6,57,13,2,0,35,2,5,historical_2024_08_20260718185310,2026-07-18 18:53:10.787265,08/01/2024,08/31/2024
,Virtual Expansion (MC Tunisia),65,23,19,12,18,0,0,0,1,11,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,5,0,0,0,5,0,0,5,0,0,0,5,0,0,historical_2024_08_20260718185310,2026-07-18 18:53:10.787265,08/01/2024,08/31/2024
,Virtual MC Tunisia,0,0,0,0,5,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2024_08_20260718185310,2026-07-18 18:53:10.787265,08/01/2024,08/31/2024
,MEDINA,95,32,23,7,57,15,1,0,14,15,12,26,11,0,0,9,2,4,14,4,0,0,5,1,4,22,9,0,0,4,0,9,34,9,0,0,18,4,3,28,9,0,0,14,3,2,historical_2024_08_20260718185310,2026-07-18 18:53:10.787265,08/01/2024,08/31/2024
,NABEL,35,16,18,7,25,3,0,0,3,12,7,5,0,0,0,3,0,2,4,0,0,0,2,0,2,14,9,0,0,5,0,0,33,17,1,0,14,1,0,29,15,1,0,12,1,0,historical_2024_08_20260718185310,2026-07-18 18:53:10.787265,08/01/2024,08/31/2024
,RUSPINA,71,32,26,17,79,14,28,2,3,20,12,6,1,2,0,1,0,2,3,0,2,0,0,0,1,13,2,1,0,7,0,3,44,19,1,2,14,5,3,32,11,1,2,12,4,2,historical_2024_08_20260718185310,2026-07-18 18:53:10.787265,08/01/2024,08/31/2024
,SFAX,54,21,28,5,18,0,0,0,0,9,9,3,0,0,0,0,0,3,3,0,0,0,0,0,3,7,1,0,0,4,1,1,8,6,0,0,1,1,0,7,6,0,0,1,0,0,historical_2024_08_20260718185310,2026-07-18 18:53:10.787265,08/01/2024,08/31/2024
,TACAPES,46,24,18,11,24,0,6,0,4,8,6,3,0,1,0,1,0,1,2,0,0,0,1,0,1,4,2,1,0,1,0,0,15,3,2,0,9,1,0,6,3,1,0,2,0,0,historical_2024_08_20260718185310,2026-07-18 18:53:10.787265,08/01/2024,08/31/2024
,THYNA,42,18,16,4,15,0,0,0,0,10,5,2,0,0,0,1,0,1,1,0,0,0,0,1,0,2,2,0,0,0,0,0,13,7,0,2,4,0,0,10,6,0,1,3,0,0,historical_2024_08_20260718185310,2026-07-18 18:53:10.787265,08/01/2024,08/31/2024
,UNIVERSITY,142,62,60,20,101,5,12,27,10,22,25,12,1,0,1,3,0,7,7,1,0,1,2,0,3,23,3,2,0,16,1,1,57,23,1,2,30,0,1,47,22,0,2,23,0,0,historical_2024_08_20260718185310,2026-07-18 18:53:10.787265,08/01/2024,08/31/2024
