0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,scrape_id,scraped_at,period_start,period_end
,BARDO,576,307,88,33,317,77,46,21,54,106,13,91,41,1,3,33,10,3,64,22,1,1,30,8,2,11,7,0,0,0,3,1,6,2,0,0,2,2,0,3,1,0,0,2,0,0,historical_2026_04_20260718185523,2026-07-18 18:55:23.492086,04/01/2026,04/30/2026
,Bizerte,80,17,24,5,73,20,1,27,8,14,3,17,10,0,3,2,1,1,12,7,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2026_04_20260718185523,2026-07-18 18:55:23.492086,04/01/2026,04/30/2026
,BullaRegia,29,1,1,0,10,0,0,0,8,1,1,5,0,0,0,5,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2026_04_20260718185523,2026-07-18 18:55:23.492086,04/01/2026,04/30/2026
,Carthage,269,36,20,11,129,18,0,0,39,54,18,57,12,0,0,29,12,4,38,5,0,0,24,5,4,2,0,0,0,2,0,0,2,1,0,0,0,0,1,2,1,0,0,0,0,1,historical_2026_04_20260718185523,2026-07-18 18:55:23.492086,04/01/2026,04/30/2026
,HADRUMET,501,233,146,47,283,102,29,14,40,74,24,121,63,2,0,30,15,11,104,50,2,0,31,15,6,2,0,0,0,0,2,0,6,0,0,0,0,5,1,3,0,0,0,0,2,1,historical_2026_04_20260718185523,2026-07-18 18:55:23.492086,04/01/2026,04/30/2026
,Virtual Expansion (MC Tunisia),45,2,0,2,38,0,0,0,18,10,10,13,0,0,0,11,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2026_04_20260718185523,2026-07-18 18:55:23.492086,04/01/2026,04/30/2026
,Virtual MC Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2026_04_20260718185523,2026-07-18 18:55:23.492086,04/01/2026,04/30/2026
,MEDINA,121,58,11,11,204,117,14,8,30,17,18,121,91,5,4,17,2,2,76,53,1,3,14,2,3,1,1,0,0,0,0,0,6,4,0,0,0,1,1,6,4,0,0,0,1,1,historical_2026_04_20260718185523,2026-07-18 18:55:23.492086,04/01/2026,04/30/2026
,NABEL,166,113,28,16,70,9,7,1,29,15,9,29,5,2,1,20,0,1,25,6,1,1,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,historical_2026_04_20260718185523,2026-07-18 18:55:23.492086,04/01/2026,04/30/2026
,RUSPINA,100,47,12,3,43,0,3,0,10,21,9,10,0,0,0,6,2,2,11,0,0,0,8,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,historical_2026_04_20260718185523,2026-07-18 18:55:23.492086,04/01/2026,04/30/2026
,SFAX,130,82,18,3,130,59,2,21,27,13,8,76,48,2,3,22,0,1,47,29,0,4,14,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,historical_2026_04_20260718185523,2026-07-18 18:55:23.492086,04/01/2026,04/30/2026
,TACAPES,128,56,25,5,103,47,9,9,15,15,8,36,17,0,2,9,6,2,29,11,0,2,8,6,2,1,0,0,0,0,0,1,2,2,0,0,0,0,0,2,2,0,0,0,0,0,historical_2026_04_20260718185523,2026-07-18 18:55:23.492086,04/01/2026,04/30/2026
,THYNA,165,127,24,15,113,72,3,7,14,14,3,66,55,0,0,9,2,0,41,32,0,0,8,1,0,4,3,0,0,1,0,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,historical_2026_04_20260718185523,2026-07-18 18:55:23.492086,04/01/2026,04/30/2026
,UNIVERSITY,270,94,45,16,329,20,92,60,80,58,19,86,15,1,4,56,7,3,63,11,0,5,43,2,2,5,1,0,1,2,1,0,3,1,0,0,0,2,0,1,0,0,0,0,1,0,historical_2026_04_20260718185523,2026-07-18 18:55:23.492086,04/01/2026,04/30/2026
